weight(kg);height(m);age (years);gender;BMR;BMI
33,98228616;1,526365341;13;F;1179,612;14,58597955
45,62104152;1,428556275;11;F;1284,117;22,35478459
34,22612964;1,528674681;10;M;1231,235;14,64629057
39,43643528;1,462122884;12;M;1255,741;18,4471765
41,87527651;1,545370596;12;F;1263,316;17,53446012
32,38173625;1,45514937;12;M;1155,604;15,29272855
44,94667707;1,564162042;11;F;1300,696;18,37105532
39,94965569;1,546731472;11;M;1311,876;16,69872051
43,34002154;1,536388866;12;M;1346,353;18,36059793
42,78618842;1,404209562;13;M;1265,876;21,69900138
41,55883374;1,551559714;12;F;1261,33;17,26340115
36,70970617;1,546052229;10;M;1273,949;15,35792654
35,47384108;1,419113125;12;F;1180,398;17,61465668
34,10451923;1,511462183;12;M;1207,363;14,92854084
37,39423033;1,402299936;10;M;1211,451;19,0161577
38,15681327;1,489266492;12;M;1251,782;17,20391391
33,57532441;1,528646034;12;M;1208,705;14,36833185
42,06078302;1,422853033;11;F;1248,969;20,77577653
39,44093343;1,45321632;10;M;1264,949;18,67611982
35,93016299;1,514614591;12;M;1233,951;15,6622775
41,82693152;1,506549728;11;M;1317,504;18,42846079
34,33114267;1,485345504;13;F;1175,988;15,56084894
39,84059572;1,47089697;10;F;1240,522;18,41455876
38,5546398;1,542641028;12;F;1230,974;16,20118924
40,16767606;1,555207494;11;M;1319,101;16,60733802
32,64938693;1,481736396;12;F;1163,929;14,87075893
39,03658956;1,55798192;11;M;1304,992;16,0822586
44,38033658;1,390380148;12;F;1261,016;22,9574409
41,19588503;1,515712799;10;F;1261,152;17,93163961
43,85663998;1,395913477;10;F;1266,329;22,50703856
35,13402438;1,472193821;12;F;1186,16;16,21055624
42,14430003;1,521243186;11;M;1329,199;18,21132535
41,04950491;1,395522708;12;M;1244,54;21,0782285
42,47613494;1,555660481;11;F;1275,533;17,55154505
44,89198003;1,403152849;13;M;1294,197;22,80125733
34,12618653;1,401103294;10;M;1166,08;17,38390948
39,71199337;1,472378201;12;M;1264,643;18,31820561
33,75010669;1,525920502;13;M;1202,937;14,49477018
38,8481664;1,479793583;10;M;1270,117;17,74059762
34,80145541;1,495744711;12;M;1209,052;15,55544555
38,43304442;1,529955863;12;M;1275,911;16,41901062
39,53120721;1,512990652;13;F;1230,608;17,26901583
45,3070105;1,543877795;12;M;1377,045;19,0081375
40,20608403;1,55814922;11;F;1254,164;16,56050907
41,56587308;1,470316793;13;F;1242,886;19,22715698
34,04523823;1,448218555;11;M;1181,729;16,23260283
40,30297508;1,458080736;12;M;1265,591;18,95718995
31,95104998;1,447259371;13;M;1138,959;15,25430389
35,79307595;1,445987628;11;M;1204,559;17,11866401
40,52876148;1,536262899;12;M;1307,775;17,17244948
36,96394505;1,565022267;10;F;1228,908;15,09166908
38,82118787;1,543016656;12;F;1233,596;16,30525488
35,61188042;1,440783281;13;F;1180,707;17,15527113
34,38892658;1,531955402;13;F;1184,466;14,65299412
36,77296049;1,500658217;11;F;1211,432;16,32920397
38,19517488;1,550340771;10;M;1296,444;15,89110753
39,4958112;1,445067985;12;F;1223,421;18,91361217
45,16941094;1,520817448;10;F;1300,165;19,52946085
32,32533588;1,409487375;10;M;1145,601;16,27124056
38,00551889;1,484471531;12;M;1247,311;17,24657734
35,04851035;1,51278663;11;M;1227,758;15,31490154
41,9499568;1,561761867;10;F;1276,219;17,19894821
45,53435039;1,448364036;11;M;1339,203;21,70619399
34,29586187;1,4336932;11;M;1177,9;16,68511754
37,33835585;1,52284797;13;M;1250,559;16,10060121
33,07927239;1,430258975;11;M;1159,516;16,17061677
32,32919423;1,411383438;10;F;1158,295;16,22948904
34,14868096;1,560942756;12;M;1232,708;14,01522194
43,10446433;1,545083156;11;F;1279,767;18,05587488
33,65518167;1,435345712;13;M;1156,349;16,33574354
45,54195043;1,565318048;12;M;1390,984;18,58687768
40,33955544;1,559643306;13;F;1246,299;16,58366578
37,58214185;1,478163887;10;M;1251,957;17,20031306
39,14095419;1,463237358;13;M;1245,45;18,28107994
40,66254895;1,563794399;12;F;1254,806;16,62781915
35,12223198;1,397562757;12;M;1164,356;17,98206113
34,5772974;1,552506201;12;M;1234,362;14,34578634
35,64818944;1,558509482;10;M;1265,635;14,67636753
36,99934469;1,435097159;12;M;1208,84;17,96517378
44,500255;1,482789002;13;M;1328,648;20,23968677
34,70139495;1,456838718;13;M;1181,428;16,3502344
43,18753871;1,479931952;13;M;1309,235;19,71854928
43,66586391;1,394784431;11;M;1286,815;22,44542715
34,54722485;1,452644211;12;M;1184,019;16,37173293
44,83091094;1,415317415;11;M;1313,042;22,380504
33,52939019;1,55346189;11;F;1189,271;13,89390892
33,1105965;1,441531478;10;M;1172,381;15,93377735
33,92201993;1,406580972;12;F;1163,37;17,14558189
40,86440377;1,524232317;12;F;1250,018;17,58906833
43,3227501;1,385676487;12;M;1270,76;22,56276512
37,9378279;1,434863231;12;M;1221,58;18,42686478
39,04895801;1,443096635;10;M;1254,519;18,75074904
41,02870512;1,521463657;12;M;1307,225;17,72411851
42,63119048;1,420737673;11;M;1285,616;21,1202798
34,74030731;1,55312727;12;F;1196,139;14,40189253
33,68034934;1,439591923;11;F;1171,362;16,25166212
40,14402792;1,473198746;11;F;1239,126;18,49687089
36,96043513;1,514247414;10;F;1220,242;16,11919666
45,43500155;1,497789977;11;F;1294,1;20,25296944
41,11814761;1,550954086;11;M;1329,996;17,09368352
35,64759916;1,514877131;12;M;1230,211;15,53371979
41,71097875;1,481604144;12;M;1296,642;19,00141803
35,89746282;1,388290335;11;M;1177,14;18,62529474
39,87961513;1,556257968;12;M;1308,88;16,46598753
43,38466742;1,54515061;11;M;1358,145;18,17166145
42,9256409;1,513522597;10;F;1277,385;18,73867891
38,12450285;1,386259814;11;M;1206,636;19,83877818
33,93968497;1,419150987;11;F;1170,377;16,85196698
33,95440419;1,461307307;12;F;1172,985;15,90058131
35,50829066;1,515312138;11;M;1235,32;15,4641325
33,35552789;1,385522383;11;F;1159,052;17,37563664
43,33554542;1,388193586;11;F;1255,314;22,48765655
40,61529585;1,453907885;10;F;1245,071;19,21391377
45,10529859;1,517831499;12;M;1361,258;19,57854617
37,01830116;1,458388203;11;M;1227,545;17,40484655
44,75640148;1,520431692;11;M;1364,579;19,36071243
39,00338189;1,393560783;12;M;1215,527;20,0840102
43,85880937;1,543314369;12;F;1282,008;18,41399574
44,05824834;1,566996719;10;F;1297,349;17,94283454
36,6575733;1,38689577;13;M;1173,257;19,0579448
33,8713219;1,453694549;10;F;1180,293;16,02823946
39,24309534;1,512040677;12;M;1278,051;17,16470351
36,61874898;1,517647449;13;M;1238,101;15,89870353
43,95432327;1,536839196;13;F;1277,124;18,60993007
32,83857256;1,549879447;11;M;1216,028;13,67062697
35,2163166;1,514373309;12;M;1224,05;15,35599762
44,47753545;1,422663793;12;M;1305,074;21,97536802
40,0044803;1,563867182;12;M;1314,395;16,35719764
44,89500393;1,388064232;12;M;1293,494;23,30123216
36,90439506;1,558843119;13;F;1213,186;15,18704467
39,78265333;1,545355081;12;F;1243,224;16,65854924
45,501421;1,422579101;11;F;1281,952;22,48392414
38,01584351;1,460246963;12;M;1235,341;17,82838515
33,32980556;1,506571896;11;F;1179,383;14,68429351
44,91400662;1,388293604;11;F;1270,484;23,30339267
38,15065781;1,516249661;10;F;1232,009;16,59436343
41,05087991;1,555643467;11;M;1331,419;16,96298708
44,32468605;1,550628561;12;F;1287,724;18,43444684
38,37359754;1,554846514;11;M;1294,342;15,8729434
40,86685144;1,490833199;12;M;1289,692;18,38709282
31,94027389;1,457702964;13;M;1144,033;15,03143912
41,1983531;1,523397553;10;M;1324,116;17,75224767
36,07852387;1,52989842;12;M;1243,625;15,41429152
34,48768422;1,460357431;10;F;1187,343;16,17132866
35,24879595;1,460843529;13;F;1180,632;16,51721737
42,55938531;1,492081235;11;M;1320,304;19,1165893
43,95358363;1,435689264;11;M;1311,209;21,32423128
39,64984103;1,442626059;13;F;1219,785;19,05170749
36,70035034;1,387221027;12;M;1180,805;19,0712379
36,69376727;1,394723188;12;F;1187,963;18,86323866
44,48726713;1,490382925;10;F;1288,443;20,02811124
37,22696379;1,500068439;13;M;1237,644;16,54380755
38,21479702;1,454488384;11;M;1241,987;18,06388013
32,05869517;1,566560123;11;M;1213,684;13,06326411
41,91691072;1,520472156;13;M;1312,098;18,13144114
37,74808472;1,409476588;12;F;1200,593;19,00111946
39,95408085;1,504745383;11;M;1290,944;17,64554617
43,98088189;1,465734335;13;F;1265,291;20,47167653
35,51516399;1,554496715;11;M;1255,006;14,69718657
38,92654928;1,459952025;11;M;1254,47;18,26285778
44,93843408;1,420307533;13;M;1303,41;22,27681786
45,51608272;1,497843642;13;M;1350,092;20,28765812
37,87411991;1,509721909;10;F;1228,244;16,61684753
34,27274088;1,538063514;13;M;1216,168;14,48772847
32,79654776;1,490078326;12;F;1166,76;14,77100128
42,12657682;1,408489661;12;F;1242,458;21,23483267
32,85112285;1,461768988;12;M;1165,345;15,37420722
32,12775192;1,509794748;11;F;1168,392;14,09433264
40,20569172;1,543594354;12;M;1307,015;16,87412164
42,84050441;1,516995924;12;F;1267,758;18,61597333
38,61442379;1,553284744;12;M;1290,06;16,0046951
34,73270046;1,430452902;11;F;1179,911;16,97428245
37,51276702;1,470798803;11;M;1240,524;17,34093717
32,3718507;1,520964923;11;M;1195,177;13,99358958
33,16022079;1,493353483;10;M;1198,972;14,86935653
32,99661223;1,476084581;11;F;1171,002;15,14421845
36,24047404;1,508690746;11;F;1207,686;15,92184593
44,55154062;1,452462485;11;F;1277,913;21,11800454
38,58503034;1,472069454;12;F;1219,268;17,80583087
45,72725773;1,457169923;11;M;1346,248;21,53549012
36,40550165;1,438440721;13;F;1187,928;17,59474924
41,86953051;1,494746942;12;F;1254,654;18,73970475
36,11673968;1,536206094;10;M;1260,902;15,30416262
31,9408886;1,455856823;11;M;1156,719;15,06987542
42,41193106;1,475893729;13;M;1296,59;19,47053441
45,05954805;1,456047432;12;F;1278,7;21,25376068
39,33033831;1,48149574;13;M;1257,174;17,91954046
41,72609972;1,561978416;12;F;1264,707;17,10242658
32,11826522;1,562668849;12;F;1172,589;13,15279861
43,91352869;1,450186111;11;M;1317,908;20,88097886
44,18128923;1,426137638;10;F;1274,584;21,72278486
44,51847943;1,513014948;10;M;1364,411;19,4470569
36,08523099;1,498995478;10;M;1241,865;16,05938258
40,07879463;1,450468483;10;F;1239,336;19,05013503
38,10824686;1,454020225;12;F;1211,623;18,02511628
37,32488882;1,548450536;13;M;1263,176;15,56696143
43,03445281;1,513960643;11;M;1337,752;18,77530993
36,57322305;1,496236754;13;M;1226,772;16,33663467
42,97761258;1,520480417;10;M;1347,034;18,59005286
34,37284069;1,563042915;11;M;1243,629;14,06933663
39,07063503;1,546587591;13;M;1286,161;16,33433384
42,61229991;1,50293138;11;F;1267,876;18,86499396
39,63670273;1,489017054;12;M;1271,931;17,87714555
35,9182095;1,564196102;12;M;1258,578;14,68021042
42,04184756;1,439479601;12;F;1246,913;20,28947284
44,77738512;1,43599631;13;M;1309,048;21,71461233
35,90977399;1,500830805;10;M;1240,379;15,9422348
39,64240138;1,472213687;12;M;1263,608;18,29019149
41,14147383;1,505102576;11;M;1307,389;18,1613299
41,18051602;1,505758093;12;F;1249,912;18,16274025
43,61240234;1,435772471;11;M;1306,576;21,15625368
37,68057791;1,403927069;12;F;1199,001;19,11738382
44,75253124;1,414745247;10;M;1318,482;22,35945006
45,21416546;1,399904355;12;F;1270,64;23,07160407
34,26410703;1,523535977;11;M;1222,386;14,76161893
32,03356025;1,431872385;12;F;1149,54;15,62415658
43,2882052;1,543938288;11;M;1356,218;18,15974328
32,8106298;1,406717326;11;F;1157,424;16,58062487
34,37932159;1,39198744;11;M;1158,19;17,74298433
39,77843219;1,543422323;13;M;1294,276;16,69852487
39,23858761;1,551388992;11;M;1304,463;16,30316619
36,21374508;1,529019345;10;F;1215,585;15,48985956
35,08278192;1,512656855;11;F;1197,246;15,33250743
40,91252357;1,455892961;11;M;1279,648;19,30178066
34,96717332;1,528377338;10;M;1241,239;14,96922605
33,65464045;1,521631873;10;M;1219,885;14,53535897
44,33596329;1,488798823;13;F;1272,621;20,00249245
44,87427249;1,527710408;10;F;1298,504;19,22716911
43,71893769;1,498545146;13;M;1325,822;19,46838555
39,94754155;1,45438671;12;M;1258,875;18,88557718
42,5899099;1,503713739;12;F;1263,094;18,83546672
34,24656889;1,404672506;12;M;1155,914;17,35668985
41,65160053;1,513930531;12;F;1255,824;18,17271433
38,46688355;1,540203148;11;F;1234,417;16,21552407
41,74976123;1,458497762;11;M;1292,421;19,62648207
37,44037093;1,414998367;11;F;1203,277;18,69942556
43,43794512;1,504450495;12;F;1271,361;19,19170101
40,3472555;1,445437109;11;M;1266,676;19,31148175
39,8447695;1,529095927;12;F;1241,056;17,04126602
34,96136976;1,499819038;12;M;1213,28;15,54213639
42,72716328;1,555619089;10;M;1361,172;17,65621193
37,74153867;1,384607935;10;M;1207,363;19,68638478
39,44587477;1,497607389;11;F;1236,574;17,58756207
44,384572;1,564860265;11;F;1295,418;18,12512081
44,54471608;1,549880911;11;F;1294,409;18,54383424
45,73811436;1,524021635;12;M;1373,023;19,69227952
39,72666979;1,555495375;13;M;1299,603;16,41892475
36,3997059;1,396957618;12;M;1181,555;18,65225801
42,6521304;1,41613043;12;F;1248,803;21,26837053
43,65321824;1,42551271;13;M;1288,405;21,48196866
39,00176234;1,395897756;10;F;1219,72;20,01598716
44,88370834;1,510825077;11;M;1361,519;19,66347917
38,91209735;1,538452403;11;M;1293,522;16,44055637
42,25637248;1,397946035;12;F;1241,912;21,62277349
40,33973873;1,560282895;12;M;1317,196;16,57014794
35,8324847;1,504628872;11;F;1203,079;15,82771209
44,25678643;1,535290326;13;F;1279,765;18,77581721
41,86367596;1,51097453;10;F;1266,757;18,33677994
36,89040969;1,512038221;12;F;1209,794;16,13570479
41,47183715;1,554191416;11;F;1265,642;17,16897083
37,3458805;1,508856629;12;F;1213,626;16,4038864
37,50229838;1,531250362;12;M;1263,807;15,99430878
44,05792767;1,455131664;13;M;1308,759;20,80747988
37,06242762;1,402414732;10;M;1206,963;18,84434003
39,63332737;1,545199054;13;M;1293,176;16,59937237
35,70013026;1,541593498;10;M;1257,889;15,02207966
37,32080423;1,482344798;11;M;1243,667;16,98449063
44,41536044;1,485077642;10;M;1349,029;20,13885947
36,57317081;1,467279831;12;F;1199,14;16,98778354
40,95741446;1,520991104;11;M;1312,812;17,70431731
41,58041381;1,510690851;12;M;1309,397;18,21954845
39,0809479;1,386635527;10;F;1218,905;20,3254628
38,08023243;1,438003677;12;M;1225,101;18,4153339
35,00116295;1,472466352;10;M;1213,749;16,14327764
38,80369391;1,546874597;13;M;1282,648;16,21671392
33,03556795;1,522457257;12;F;1174,559;14,25251675
39,68071634;1,513658278;12;F;1236,857;17,3190403
41,11494664;1,53658006;11;M;1322,765;17,41363131
42,66499592;1,424597248;11;M;1288,009;21,02265226
34,48108125;1,402146198;12;F;1167,983;17,53857396
42,93439943;1,423670263;12;M;1284,436;21,18295604
44,18353303;1,467064289;11;F;1276,863;20,52873313
34,66729012;1,55452156;10;F;1205,075;14,34585363
32,82911915;1,484874973;11;F;1170,888;14,88947741
40,97034562;1,544756311;13;F;1249,824;17,16918465
41,63693947;1,508492053;12;F;1254,758;18,29754171
38,02944124;1,490035036;12;M;1250,421;17,12880179
37,57516205;1,552683887;11;F;1227,978;15,58600351
42,09823022;1,386714014;12;M;1254,503;21,89223139
35,24389713;1,446485051;12;F;1182,844;16,84441861
36,28854138;1,463502884;12;M;1213,304;16,94268931
42,33392256;1,473360576;10;M;1314,655;19,50160794
38,83431473;1,504914485;11;M;1275,687;17,14715214
33,72162516;1,549151129;12;F;1185,683;14,05144283
43,77988631;1,434620047;13;M;1294,694;21,27163337
36,7608061;1,542643392;11;M;1266,145;15,44734832
40,49281898;1,56714117;12;F;1253,745;16,48776437
41,01641454;1,491799494;12;M;1292,225;18,43048581
43,38587652;1,462333501;11;M;1316,753;20,28876057
33,60162574;1,518195835;12;F;1179,269;14,57822668
36,54088119;1,531148128;12;F;1209,688;15,58635634
44,99154766;1,426177197;13;M;1307,073;22,11994057
41,53444516;1,553110114;10;F;1270,759;17,21884108
39,03882758;1,489881337;11;M;1270,973;17,58706652
40,54038909;1,393500684;10;M;1250,154;20,87726193
43,34287766;1,495148332;11;F;1273,567;19,38872186
39,7982948;1,392484747;11;F;1222,086;20,52501916
44,15254329;1,396209132;12;F;1259,82;22,64929959
37,29611406;1,434785836;13;M;1205,95;18,11713093
40,55786247;1,553685725;13;F;1247,382;16,80152518
42,46726585;1,54297771;11;F;1273,292;17,8375415
36,07187374;1,551777804;10;M;1268,074;14,97992473
43,308167;1,533585355;12;F;1275,068;18,41424418
34,51115587;1,407992211;10;F;1178,666;17,40840575
42,94944901;1,523689592;11;F;1274,642;18,49969613
33,71484766;1,417416789;12;M;1155,002;16,78131758
37,29878065;1,548693835;11;M;1276,54;15,55118526
52,35117315;1,596206272;16;F;1353,726;20,54699864
48,9960196;1,612036954;16;F;1324,208;18,85431737
53,01355392;1,623644849;15;M;1502,108;20,10966526
49,51143497;1,611213762;14;M;1454,714;19,07212954
52,48563557;1,59233701;16;M;1472,422;20,70000652
48,59629961;1,599002444;15;M;1429,271;19,00662235
48,71686969;1,600253825;16;F;1319,525;19,02399078
54,24469049;1,596738714;15;M;1505,522;21,27597763
48,33682603;1,601895321;16;M;1420,362;18,83691872
52,77759739;1,619696907;17;F;1357,113;20,11787523
51,88000147;1,605948336;14;F;1360,259;20,11577829
52,03392428;1,599327607;16;F;1351,211;20,34284606
51,91045262;1,622228789;16;F;1353,919;19,72561748
52,09177082;1,596830509;16;F;1351,342;20,42920554
49,9465105;1,618804458;16;M;1450,869;19,0597135
48,09284437;1,618104348;17;F;1311,869;18,36823445
47,98104035;1,589297638;16;M;1409,189;18,99586981
48,92900625;1,620183337;15;F;1329,65;18,63966371
51,93090591;1,612637758;15;M;1481,772;19,96881303
53,90767162;1,623060979;14;M;1520,866;20,46354642
51,8083687;1,620673137;15;F;1357,375;19,7246384
50,75421547;1,597860417;15;M;1458,263;19,87899583
50,22876545;1,612255008;15;M;1458,262;19,32346632
50,19235557;1,598072957;14;F;1342,719;19,6537023
52,81814958;1,619050131;16;M;1490,334;20,14942187
48,58452242;1,59299608;16;M;1419,306;19,14557984
51,1362103;1,587986678;15;M;1458,559;20,27845344
48,63275075;1,60505785;16;F;1319,534;18,87762935
48,06947167;1,590763466;16;F;1311,697;18,9958238
51,47702324;1,59138046;16;F;1344,514;20,32663004
51,03206486;1,615072674;16;F;1344,27;19,56406076
51,3557275;1,610285117;17;F;1341,863;19,80538677
51,84020849;1,613612401;17;F;1347,08;19,90986401
52,53666339;1,624276357;17;F;1355,579;19,91327273
52,83617657;1,60088587;16;M;1481,499;20,61629596
48,10090392;1,623326865;16;M;1427,846;18,25329554
51,25935637;1,592863933;15;M;1462,685;20,20299662
54,29591515;1,625139289;15;M;1520,424;20,55824219
53,24770661;1,605067744;16;F;1363,839;20,66874815
53,74256306;1,592777838;16;F;1366,501;21,18399994
54,28171315;1,588898305;17;F;1366,317;21,50113283
52,60588417;1,603387645;15;F;1362,092;20,46243246
48,47286315;1,613064506;15;F;1324,06;18,62924279
53,70661507;1,597102648;15;M;1498,332;21,05533336
50,37051124;1,597733569;14;M;1459,743;19,73184244
54,12727953;1,618182219;15;M;1514,635;20,6709935
52,06633139;1,6073392;16;F;1352,884;20,15310211
48,58510778;1,60558309;15;M;1432,408;18,84679902
52,05943686;1,611545702;15;M;1482,987;20,04537631
49,81260967;1,59008604;15;F;1333,016;19,70144341
53,58282791;1,591313113;16;F;1364,718;21,15993589
54,2835909;1,590686973;15;M;1503,029;21,45354769
47,86368384;1,59850489;15;M;1418,985;18,73174265
54,0854125;1,610532207;16;M;1503,436;20,85169279
47,66215914;1,591883981;16;F;1307,977;18,80835821
51,6739756;1,609031363;14;F;1358,805;19,95918745
